,open,high,low,close,volume,value
2018-04-03 00:00:00,7574000.0,7672000.0,7574000.0,7656000.0,344.47109634,2633024682.89248
2018-04-03 00:10:00,7656000.0,7683000.0,7636000.0,7671000.0,259.84447911,1992545664.94232
2018-04-03 00:20:00,7670000.0,7671000.0,7633000.0,7658000.0,168.10524357,1286579394.44957
2018-04-03 00:30:00,7660000.0,7717000.0,7656000.0,7710000.0,276.6830691,2125594647.59718
2018-04-03 00:40:00,7710000.0,7710000.0,7662000.0,7662000.0,146.84848674,1128475646.06021
2018-04-03 00:50:00,7664000.0,7705000.0,7656000.0,7684000.0,108.12027854,830075793.02203
2018-04-03 01:00:00,7683000.0,7698000.0,7657000.0,7665000.0,129.61494995,995065462.68728
2018-04-03 01:10:00,7665000.0,7668000.0,7646000.0,7648000.0,64.5964558,494584087.45809
2018-04-03 01:20:00,7648000.0,7700000.0,7638000.0,7680000.0,79.72952876,611447120.88951
2018-04-03 01:30:00,7680000.0,7680000.0,7646000.0,7649000.0,55.71303856,427047662.80747
2018-04-03 01:40:00,7664000.0,7672000.0,7630000.0,7638000.0,59.907354,458048194.90953
2018-04-03 01:50:00,7638000.0,7660000.0,7621000.0,7648000.0,65.7999636,502381456.0019
2018-04-03 02:00:00,7648000.0,7650000.0,7628000.0,7638000.0,39.05793118,298325610.40084
2018-04-03 02:10:00,7638000.0,7641000.0,7612000.0,7624000.0,66.32192854,505783954.08983
2018-04-03 02:20:00,7624000.0,7631000.0,7614000.0,7619000.0,29.12626955,222064320.98339
2018-04-03 02:30:00,7620000.0,7631000.0,7614000.0,7625000.0,38.49606529,293427552.42685
2018-04-03 02:40:00,7625000.0,7669000.0,7622000.0,7659000.0,31.89095576,243667218.75809
2018-04-03 02:50:00,7659000.0,7672000.0,7641000.0,7649000.0,23.33575429,178712659.16962
2018-04-03 03:00:00,7649000.0,7649000.0,7615000.0,7627000.0,42.28078272,322359965.74629
2018-04-03 03:10:00,7619000.0,7627000.0,7613000.0,7622000.0,14.25646602,108628070.90012
2018-04-03 03:20:00,7623000.0,7628000.0,7610000.0,7619000.0,17.13427529,130568167.93733
2018-04-03 03:30:00,7619000.0,7635000.0,7615000.0,7633000.0,19.08410482,145558888.05418
2018-04-03 03:40:00,7627000.0,7639000.0,7624000.0,7639000.0,19.2379206,146737249.32766
2018-04-03 03:50:00,7633000.0,7658000.0,7619000.0,7619000.0,29.00001554,221369279.0252
2018-04-03 04:00:00,7619000.0,7627000.0,7607000.0,7620000.0,20.65577525,157312783.58877
2018-04-03 04:10:00,7621000.0,7639000.0,7620000.0,7633000.0,14.34060787,109421064.94049
2018-04-03 04:20:00,7637000.0,7639000.0,7621000.0,7625000.0,8.865649,67681114.05864
2018-04-03 04:30:00,7626000.0,7635000.0,7600000.0,7600000.0,25.55832181,194723275.10236
2018-04-03 04:40:00,7600000.0,7619000.0,7600000.0,7616000.0,11.47056552,87224933.75663
2018-04-03 04:50:00,7605000.0,7629000.0,7602000.0,7626000.0,12.05601602,91767318.24541
2018-04-03 05:00:00,7626000.0,7626000.0,7600000.0,7602000.0,14.81168389,112687501.7722
2018-04-03 05:10:00,7604000.0,7620000.0,7598000.0,7598000.0,33.36312933,253738756.12849
2018-04-03 05:20:00,7598000.0,7600000.0,7580000.0,7583000.0,49.65152342,376656261.29114
2018-04-03 05:30:00,7587000.0,7596000.0,7560000.0,7570000.0,37.00641499,280412013.45704
2018-04-03 05:40:00,7570000.0,7587000.0,7560000.0,7561000.0,31.66042326,239646970.70509
2018-04-03 05:50:00,7561000.0,7588000.0,7552000.0,7588000.0,35.57574605,269176459.74351
2018-04-03 06:00:00,7585000.0,7602000.0,7580000.0,7602000.0,19.96262841,151515010.03127
2018-04-03 06:10:00,7601000.0,7640000.0,7596000.0,7637000.0,31.66432026,241188620.48326
2018-04-03 06:20:00,7636000.0,7671000.0,7628000.0,7666000.0,42.23875751,323371443.59563
2018-04-03 06:30:00,7664000.0,7665000.0,7612000.0,7653000.0,49.71547664,379985218.35685
2018-04-03 06:40:00,7654000.0,7680000.0,7630000.0,7634000.0,30.41465168,232747316.15285
2018-04-03 06:50:00,7638000.0,7660000.0,7636000.0,7653000.0,40.872539,312564794.29234
2018-04-03 07:00:00,7653000.0,7678000.0,7645000.0,7664000.0,46.69680613,357792730.6082
2018-04-03 07:10:00,7665000.0,7680000.0,7657000.0,7664000.0,50.65184948,388320374.0407
2018-04-03 07:20:00,7671000.0,7706000.0,7664000.0,7680000.0,98.14581901,754818470.19228
2018-04-03 07:30:00,7680000.0,7697000.0,7667000.0,7671000.0,51.42853032,394982627.51007
2018-04-03 07:40:00,7672000.0,7690000.0,7650000.0,7664000.0,88.35869989,678003447.98429
2018-04-03 07:50:00,7664000.0,7694000.0,7664000.0,7676000.0,49.82339567,382594654.24294
2018-04-03 08:00:00,7678000.0,7690000.0,7670000.0,7690000.0,69.00448221,529881278.43889
2018-04-03 08:10:00,7690000.0,7720000.0,7688000.0,7706000.0,78.57790807,605461760.8978
2018-04-03 08:20:00,7706000.0,7708000.0,7673000.0,7679000.0,68.60541275,527486303.58635
2018-04-03 08:30:00,7679000.0,7690000.0,7679000.0,7688000.0,69.14785738,531348087.94354
2018-04-03 08:40:00,7689000.0,7698000.0,7679000.0,7695000.0,75.99222688,584168317.87728
2018-04-03 08:50:00,7696000.0,7715000.0,7692000.0,7710000.0,71.88000796,553658983.08277
2018-04-03 09:00:00,7713000.0,7739000.0,7676000.0,7698000.0,285.59798123,2202742831.64395
2018-04-03 09:10:00,7698000.0,7755000.0,7682000.0,7714000.0,391.70598215,3028335446.24816
2018-04-03 09:20:00,7714000.0,7717000.0,7682000.0,7715000.0,125.5001601,966457213.50582
2018-04-03 09:30:00,7715000.0,7780000.0,7700000.0,7713000.0,405.85398645,3142479219.6957
2018-04-03 09:40:00,7717000.0,7726000.0,7702000.0,7716000.0,108.343139,835914709.97891
2018-04-03 09:50:00,7716000.0,7725000.0,7685000.0,7687000.0,89.88319201,692133654.38443
2018-04-03 10:00:00,7687000.0,7711000.0,7684000.0,7711000.0,85.89449782,660597576.5764
2018-04-03 10:10:00,7698000.0,7713000.0,7677000.0,7680000.0,81.72949937,628985515.56877
2018-04-03 10:20:00,7680000.0,7704000.0,7668000.0,7699000.0,109.1736275,838508777.90556
2018-04-03 10:30:00,7699000.0,7700000.0,7654000.0,7661000.0,112.01917061,860349342.75553
2018-04-03 10:40:00,7663000.0,7672000.0,7643000.0,7670000.0,92.63658201,709641050.34796
2018-04-03 10:50:00,7670000.0,7694000.0,7670000.0,7690000.0,109.34637727,840248872.43612
2018-04-03 11:00:00,7685000.0,7712000.0,7685000.0,7699000.0,116.56633481,897470201.95338
2018-04-03 11:10:00,7698000.0,7740000.0,7697000.0,7730000.0,134.62648617,1039592423.91009
2018-04-03 11:20:00,7730000.0,7754000.0,7716000.0,7736000.0,160.41611298,1241412840.20727
2018-04-03 11:30:00,7730000.0,7745000.0,7708000.0,7730000.0,80.39433131,621400228.40001
2018-04-03 11:40:00,7730000.0,7744000.0,7711000.0,7733000.0,87.33150202,674958710.75836
2018-04-03 11:50:00,7733000.0,7800000.0,7725000.0,7800000.0,322.05361805,2500047190.59325
2018-04-03 12:00:00,7800000.0,7800000.0,7762000.0,7788000.0,242.21933472,1885691593.55157
2018-04-03 12:10:00,7788000.0,7797000.0,7773000.0,7788000.0,102.3058219,796901352.65744
2018-04-03 12:20:00,7788000.0,7800000.0,7784000.0,7788000.0,180.72808635,1408022771.63002
2018-04-03 12:30:00,7796000.0,7810000.0,7775000.0,7797000.0,317.72385851,2475700502.75072
2018-04-03 12:40:00,7797000.0,7835000.0,7797000.0,7817000.0,233.22689518,1821936542.99867
2018-04-03 12:50:00,7817000.0,7889000.0,7811000.0,7850000.0,416.7097305,3271483950.82864
2018-04-03 13:00:00,7850000.0,7950000.0,7841000.0,7938000.0,476.47072275,3763051956.19733
2018-04-03 13:10:00,7931000.0,7979000.0,7879000.0,7907000.0,411.7563147,3266105843.07641
2018-04-03 13:20:00,7906000.0,7944000.0,7891000.0,7918000.0,236.22950687,1868726565.32875
2018-04-03 13:30:00,7920000.0,7978000.0,7915000.0,7937000.0,266.59350092,2118805315.86296
2018-04-03 13:40:00,7926000.0,8060000.0,7926000.0,8013000.0,497.61154931,3984579866.07479
2018-04-03 13:50:00,8013000.0,8060000.0,7960000.0,8000000.0,380.48448217,3049749537.39664
2018-04-03 14:00:00,8001000.0,8040000.0,7985000.0,7998000.0,301.90821001,2416588784.86594
2018-04-03 14:10:00,7997000.0,8005000.0,7935000.0,7941000.0,208.31104115,1662735026.97428
2018-04-03 14:20:00,7939000.0,7966000.0,7932000.0,7952000.0,150.89846266,1199672308.23516
2018-04-03 14:30:00,7951000.0,7979000.0,7950000.0,7971000.0,95.98219277,764542068.7921
2018-04-03 14:40:00,7973000.0,7981000.0,7931000.0,7932000.0,117.04270682,931536449.20631
2018-04-03 14:50:00,7935000.0,7979000.0,7930000.0,7962000.0,141.70653185,1127452004.42026
2018-04-03 15:00:00,7962000.0,8017000.0,7960000.0,7990000.0,309.61823981,2474742953.77038
2018-04-03 15:10:00,7990000.0,8010000.0,7965000.0,7993000.0,358.20986176,2862795715.88015
2018-04-03 15:20:00,7999000.0,8034000.0,7958000.0,8029000.0,369.78769977,2958382016.69331
2018-04-03 15:30:00,8029000.0,8065000.0,8015000.0,8048000.0,310.05471472,2493733171.92916
2018-04-03 15:40:00,8041000.0,8058000.0,8003000.0,8003000.0,215.89443093,1733723518.19045
2018-04-03 15:50:00,8003000.0,8056000.0,8001000.0,8040000.0,315.8593015,2534996856.96773
2018-04-03 16:00:00,8041000.0,8058000.0,8021000.0,8025000.0,226.48274566,1820489051.11508
2018-04-03 16:10:00,8025000.0,8030000.0,7981000.0,8015000.0,189.48513816,1515992579.4141
2018-04-03 16:20:00,8015000.0,8015000.0,7978000.0,7990000.0,133.10201367,1063357169.6924
2018-04-03 16:30:00,7995000.0,8045000.0,7988000.0,8019000.0,166.27925085,1333444310.25657
2018-04-03 16:40:00,8019000.0,8036000.0,8002000.0,8020000.0,137.09895245,1098574106.61229
2018-04-03 16:50:00,8023000.0,8084000.0,8023000.0,8070000.0,394.66935778,3183943568.18118
2018-04-03 17:00:00,8068000.0,8079000.0,8030000.0,8039000.0,233.79841475,1883109802.97788
2018-04-03 17:10:00,8039000.0,8057000.0,8034000.0,8054000.0,154.48606443,1243176954.7229
2018-04-03 17:20:00,8055000.0,8074000.0,8051000.0,8068000.0,142.77936702,1151307234.3457
2018-04-03 17:30:00,8068000.0,8070000.0,8012000.0,8026000.0,163.20630683,1310856887.32692
2018-04-03 17:40:00,8028000.0,8038000.0,8003000.0,8011000.0,140.73204697,1128362342.52134
2018-04-03 17:50:00,8011000.0,8020000.0,7978000.0,7978000.0,115.73022208,925715581.26271
2018-04-03 18:00:00,7979000.0,7996000.0,7953000.0,7985000.0,170.15853966,1355320726.13417
